Address,General Price,Price/m,Area,Size,Rooms,Floor,Year,Link
Lennuki tn 2-2205,983000,8445.02,"Kesklinna linnaosa, Tallinn, Harju maakond",116.4,4,22/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/2881096?i=46
Lennuki tn 2-1801,615000,7490.86,"Kesklinna linnaosa, Tallinn, Harju maakond",82.1,3,18/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/2760061?i=47
Lennuki tn 2-1507,349000,6265.71,"Kesklinna linnaosa, Tallinn, Harju maakond",55.7,2,15/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/5891942?i=48
Lennuki tn 2-1303,431000,7807.97,"Kesklinna linnaosa, Tallinn, Harju maakond",55.2,2,13/30,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/5034963?i=49
Lennuki tn 2-1401,576000,7058.82,"Kesklinna linnaosa, Tallinn, Harju maakond",81.6,3,14/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/8081902?i=0
"Lennuki tn 2/4-1002, Südalinn",850000,7462.69,"Kesklinna linnaosa, Tallinn, Harju maakond",113.9,4,10/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/2173160?i=1
Lennuki tn 2-1306,462000,6260.16,"Kesklinna linnaosa, Tallinn, Harju maakond",73.8,3,13/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/2230752?i=2
Lennuki tn 2/4-1004,385000,7025.55,"Kesklinna linnaosa, Tallinn, Harju maakond",54.8,2,10/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/7076664?i=3
Lennuki tn 2-1906,507000,6842.11,"Kesklinna linnaosa, Tallinn, Harju maakond",74.1,3,19/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/1230649?i=4
Lennuki tn 2-1505,853000,7340.79,"Kesklinna linnaosa, Tallinn, Harju maakond",116.2,4,5/30,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/3703554?i=5
Lennuki tn 2-1905,907000,7792.1,"Kesklinna linnaosa, Tallinn, Harju maakond",116.4,4,19/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/3771219?i=6
Lennuki tn 2-1803,469000,8435.25,"Kesklinna linnaosa, Tallinn, Harju maakond",55.6,2,18/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/7978095?i=7
Lennuki tn 2-905,687000,6296.98,"Kesklinna linnaosa, Tallinn, Harju maakond",109.1,4,9/30,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/3282091?i=8
Lennuki tn 2-907,295000,5373.41,"Kesklinna linnaosa, Tallinn, Harju maakond",54.9,2,9/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/5932083?i=9
Loode tn 10-1,598000,5516.61,"Kesklinna linnaosa, Tallinn, Harju maakond",108.4,4,3/3,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-loode-tn/9250920?i=10
Metsa tn 53,195000,3000,"Nõmme linnaosa, Tallinn, Harju maakond",65,3,2/2,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-metsa-tn/8079019?i=11
"Raua tn 51, Kadriorg",475000,3417.27,"Kesklinna linnaosa, Tallinn, Harju maakond",139,4,3/3,1940,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-raua-tn/2809440?i=12
Sõle tn 58,149000,1102.89,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",135.1,7,-1/5,1972,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/8299077?i=13
Jalami tn 6/1-7,197900,3726.93,"Haabersti linnaosa, Tallinn, Harju maakond",53.1,3,2/4,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jalami-tn/4310089?i=14
Õismäe tee 109,106000,1872.79,"Haabersti linnaosa, Tallinn, Harju maakond",56.6,2,10/14,1982,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/8580685?i=15
Paldiski mnt 49,169900,2803.63,"Kristiine linnaosa, Tallinn, Harju maakond",60.6,3,4/4,1964,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-paldiski-mnt/4711520?i=16
Manufaktuuri tn 7/1-66,231900,4791.32,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",48.4,2,5/6,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/2472557?i=17
"Puhangu tn 8, PELGURANNA",74900,2209.44,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",33.9,2,3/5,1970,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-puhangu-tn/8561544?i=18
"Kopli tn 85, Kopli",159900,1971.64,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",81.1,3,2/2,1916,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kopli-tn/4529642?i=19
J. Sütiste tee 52,110000,2335.46,"Mustamäe linnaosa, Tallinn, Harju maakond",47.1,2,1/5,1963,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-j-sutiste-tee/5564428?i=20
"Mahla tn 67, Männiku",114900,3659.24,"Nõmme linnaosa, Tallinn, Harju maakond",31.4,2,1/2,1961,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-mahla-tn/2862814?i=21
"Tagala tn 10, Astangu",215000,3218.56,"Haabersti linnaosa, Tallinn, Harju maakond",66.8,3,3/4,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-tagala-tn/1795566?i=22
Kadaka tee 90-14,180000,4255.32,"Haabersti linnaosa, Tallinn, Harju maakond",42.3,2,3/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-kadaka-tee/5478701?i=23
"Paekalda tn 21-13, Lahekalda, Lasnamäe",190000,4328.02,"Kadriorg, Tallinn, Harju maakond",43.9,2,3/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-paekalda-tn/3528625?i=24
"Paekalda tn 19-6, Lahekalda, Lasnamäe",289000,3599,"Kadriorg, Tallinn, Harju maakond",80.3,3,2/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-paekalda-tn/6809871?i=25
"Paekalda tn 21-20, Lahekalda, Lasnamäe",196000,4590.16,"Kadriorg, Tallinn, Harju maakond",42.7,2,4/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-paekalda-tn/5338287?i=26
"Paekalda tn 19-8, Lahekalda, Lasnamäe",170000,4166.67,"Kadriorg, Tallinn, Harju maakond",40.8,2,2/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-paekalda-tn/4125092?i=27
Toom-Kuninga tn 26/1,440000,4386.84,"Kesklinna linnaosa, Tallinn, Harju maakond",100.3,4,1/2,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-toom-kuninga-tn/3188108?i=28
Manufaktuuri tn 5-204,289000,5151.52,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",56.1,3,2/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/9197265?i=29
Manufaktuuri tn 5-201,289000,5151.52,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",56.1,3,2/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/7124071?i=30
Manufaktuuri tn 5-240,219000,5239.23,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",41.8,2,2/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/1383466?i=31
Manufaktuuri tn 5-440,239000,5382.88,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",44.4,2,2/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/2382105?i=32
Manufaktuuri tn 5-210,219000,4910.31,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",44.6,2,2/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/9307490?i=33
Manufaktuuri tn 5-217,399000,5168.39,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",77.2,2,2/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/7424524?i=34
Manufaktuuri tn 5-244,353000,4909.6,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",71.9,2,2/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/4208103?i=35
"Tiiu tn 12/2-25, Uus-Veerenni",189900,5231.4,"Kesklinna linnaosa, Tallinn, Harju maakond",36.3,1,5/5,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tiiu-tn/9277892?i=36
Narva mnt 120-22,235000,5452.44,"Kadriorg, Tallinn, Harju maakond",43.1,2,2/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-narva-mnt/2275194?i=37
Narva mnt 120-21,269000,4846.85,"Kadriorg, Tallinn, Harju maakond",55.5,3,2/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-narva-mnt/9248380?i=38
Narva mnt 120-20,145000,4982.82,"Kadriorg, Tallinn, Harju maakond",29.1,1,2/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-narva-mnt/5972075?i=39
Narva mnt 120-19,145000,4948.81,"Kadriorg, Tallinn, Harju maakond",29.3,1,2/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-narva-mnt/7472788?i=40
"Narva mnt 120-18, Kadriorg",145000,4898.65,"Kadriorg, Tallinn, Harju maakond",29.6,1,2/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-narva-mnt/3497211?i=41
"Pae tn 13, Pae park",117500,2658.37,"Lasnamäe linnaosa, Tallinn, Harju maakond",44.2,3,3/5,1961,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pae-tn/9349739?i=42
Pikaliiva tn 7,169110,3708.55,"Haabersti linnaosa, Tallinn, Harju maakond",45.6,2,1/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/3037397?i=43
Pikaliiva tn 7,169110,3668.33,"Haabersti linnaosa, Tallinn, Harju maakond",46.1,2,1/4,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/4695231?i=44
"Pärnu mnt 328-16, Nõmme",366500,4266.59,"Nõmme linnaosa, Tallinn, Harju maakond",85.9,3,3/5,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-parnu-mnt/1820178?i=45
Masti tn 14-2,615706,5577.05,"Pirita linnaosa, Tallinn, Harju maakond",110.4,5,N/A,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-masti-tn/6280315?i=46
Masti tn 14-1,600865,5711.64,"Pirita linnaosa, Tallinn, Harju maakond",105.2,4,N/A,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-masti-tn/1009630?i=47
Masti tn 14-6,745883,5558,"Pirita linnaosa, Tallinn, Harju maakond",134.2,5,N/A,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-masti-tn/6791515?i=48
Masti tn 14-3,595575,5699.28,"Pirita linnaosa, Tallinn, Harju maakond",104.5,4,N/A,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-masti-tn/1922732?i=49
Masti tn 14-4,572825,5561.41,"Pirita linnaosa, Tallinn, Harju maakond",103,4,N/A,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-masti-tn/6343300?i=0
"Toom-Kuninga tn 26/1, Uus Maailm",415000,4040.9,"Kesklinna linnaosa, Tallinn, Harju maakond",102.7,4,1/2,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-toom-kuninga-tn/5271733?i=1
Toom-Kuninga tn 26/2,425000,4166.67,"Kesklinna linnaosa, Tallinn, Harju maakond",102,4,1/2,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-toom-kuninga-tn/5373946?i=2
"Aiandi tn 18/1-3, Uus-Mustamäe",210990,4186.31,"Mustamäe linnaosa, Tallinn, Harju maakond",50.4,2,2/4,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-aiandi-tn/7128637?i=3
"Aiandi tn 18/1-2, Uus-Mustamäe",195990,4611.53,"Mustamäe linnaosa, Tallinn, Harju maakond",42.5,2,2/4,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-aiandi-tn/8132557?i=4
"Aiandi tn 18/2-9, Uus-Mustamäe",241990,4201.22,"Mustamäe linnaosa, Tallinn, Harju maakond",57.6,3,3/8,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-aiandi-tn/6072905?i=5
"Villardi tn 15a, Kassisaba",169000,4043.06,"Kesklinna linnaosa, Tallinn, Harju maakond",41.8,2,2/2,1900,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-villardi-tn/4728775?i=6
"Narva mnt 120-61, Kadriorg",499000,6882.76,"Kadriorg, Tallinn, Harju maakond",72.5,3,5/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-narva-mnt/7458452?i=7
Manufaktuuri tn 5-319,449000,4966.81,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",90.4,4,3/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/6804257?i=8
Manufaktuuri tn 5-115,299000,5155.17,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",58,3,1/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/4084997?i=9
Pärnu mnt 137-167,335000,4267.52,"Kesklinna linnaosa, Tallinn, Harju maakond",78.5,3,9/12,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/4150709?i=10
Pärnu mnt 137-189,362900,4599.49,"Kesklinna linnaosa, Tallinn, Harju maakond",78.9,3,11/12,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/8003039?i=11
Pärnu mnt 137-145,306900,3970.25,"Kesklinna linnaosa, Tallinn, Harju maakond",77.3,3,7/12,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/2578397?i=12
"Rabaküla tn 16-22, Uus-Mustamäe",189990,4633.9,"Mustamäe linnaosa, Tallinn, Harju maakond",41,2,5/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/5900328?i=13
"Rabaküla tn 16-21, Uus-Mustamäe",278990,4421.39,"Mustamäe linnaosa, Tallinn, Harju maakond",63.1,3,5/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/8065944?i=14
"Rabaküla tn 16-19, Uus-Mustamäe",187990,4529.88,"Mustamäe linnaosa, Tallinn, Harju maakond",41.5,2,4/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/8071473?i=15
"Rabaküla tn 16-17, Uus-Mustamäe",255990,4375.9,"Mustamäe linnaosa, Tallinn, Harju maakond",58.5,3,4/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/4664983?i=16
"Rabaküla tn 16-16, Uus-Mustamäe",178990,4508.56,"Mustamäe linnaosa, Tallinn, Harju maakond",39.7,2,4/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/9093188?i=17
"Rabaküla tn 16-11, Uus-Mustamäe",291990,4135.84,"Mustamäe linnaosa, Tallinn, Harju maakond",70.6,3,3/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/7722293?i=18
"Rabaküla tn 16-9, Uus-Mustamäe",184990,4545.21,"Mustamäe linnaosa, Tallinn, Harju maakond",40.7,2,3/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/6270855?i=19
"Rabaküla tn 16-7, Uus-Mustamäe",190990,4525.83,"Mustamäe linnaosa, Tallinn, Harju maakond",42.2,2,3/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/5507766?i=20
"Rabaküla tn 16-5, Uus-Mustamäe",286990,4065.01,"Mustamäe linnaosa, Tallinn, Harju maakond",70.6,3,2/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/8774550?i=21
"Rabaküla tn 16-32, Uus-Mustamäe",194990,4721.31,"Mustamäe linnaosa, Tallinn, Harju maakond",41.3,2,6/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/6313675?i=22
"Rabaküla tn 16-29, Uus-Mustamäe",188990,4609.51,"Mustamäe linnaosa, Tallinn, Harju maakond",41,2,6/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/4274293?i=23
"Rabaküla tn 16-25, Uus-Mustamäe",194990,4721.31,"Mustamäe linnaosa, Tallinn, Harju maakond",41.3,2,5/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/4598481?i=24
"Rabaküla tn 16-23, Uus-Mustamäe",180990,4547.49,"Mustamäe linnaosa, Tallinn, Harju maakond",39.8,2,5/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/3259961?i=25
"Rabaküla tn 16-20, Uus-Mustamäe",196990,4656.97,"Mustamäe linnaosa, Tallinn, Harju maakond",42.3,2,5/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/2340639?i=26
"Rabaküla tn 16-18, Uus-Mustamäe",187990,4562.86,"Mustamäe linnaosa, Tallinn, Harju maakond",41.2,2,4/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/6858037?i=27
"Rabaküla tn 16-15, Uus-Mustamäe",184990,4511.95,"Mustamäe linnaosa, Tallinn, Harju maakond",41,2,4/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/7476812?i=28
"Rabaküla tn 16-14, Uus-Mustamäe",276990,4389.7,"Mustamäe linnaosa, Tallinn, Harju maakond",63.1,3,4/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/8192077?i=29
"Rabaküla tn 16-13, Uus-Mustamäe",194990,4609.69,"Mustamäe linnaosa, Tallinn, Harju maakond",42.3,2,4/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/5745936?i=30
"Rabaküla tn 16-8, Uus-Mustamäe",276990,4396.67,"Mustamäe linnaosa, Tallinn, Harju maakond",63,3,3/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/4866336?i=31
"Rabaküla tn 16-6, Uus-Mustamäe",291990,3877.69,"Mustamäe linnaosa, Tallinn, Harju maakond",75.3,4,2/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/1387394?i=32
"Rabaküla tn 16-3, Uus-Mustamäe",180990,4446.93,"Mustamäe linnaosa, Tallinn, Harju maakond",40.7,2,2/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/6507412?i=33
"Rabaküla tn 16-1, Uus-Mustamäe",188990,4489.07,"Mustamäe linnaosa, Tallinn, Harju maakond",42.1,2,2/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/2062350?i=34
"Rabaküla tn 16-33, Uus-Mustamäe",194990,4698.55,"Mustamäe linnaosa, Tallinn, Harju maakond",41.5,2,6/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/4251180?i=35
"Rabaküla tn 16-31, Uus-Mustamäe",257990,4410.09,"Mustamäe linnaosa, Tallinn, Harju maakond",58.5,3,6/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/6751904?i=36
"Rabaküla tn 16-30, Uus-Mustamäe",180990,4558.94,"Mustamäe linnaosa, Tallinn, Harju maakond",39.7,2,6/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/7407390?i=37
"Rabaküla tn 16-28, Uus-Mustamäe",278990,4421.39,"Mustamäe linnaosa, Tallinn, Harju maakond",63.1,3,6/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/4246394?i=38
"Rabaküla tn 16-27, Uus-Mustamäe",196990,4656.97,"Mustamäe linnaosa, Tallinn, Harju maakond",42.3,2,5/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/1859368?i=39
"Rabaküla tn 16-26, Uus-Mustamäe",194990,4698.55,"Mustamäe linnaosa, Tallinn, Harju maakond",41.5,2,5/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/8074337?i=40
"Rabaküla tn 16-24, Uus-Mustamäe",257990,4410.09,"Mustamäe linnaosa, Tallinn, Harju maakond",58.5,3,5/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/5568165?i=41
"Rabaküla tn 16-2, Uus-Mustamäe",273990,4362.9,"Mustamäe linnaosa, Tallinn, Harju maakond",62.8,3,2/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-rabakula-tn/1188693?i=42
Pärnu mnt 137,229900,5166.29,"Kesklinna linnaosa, Tallinn, Harju maakond",44.5,2,11/12,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/4823630?i=43
"Sõpruse pst 26-21, Lilleküla",554000,5670.42,"Kristiine linnaosa, Tallinn, Harju maakond",97.7,4,4/5,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sopruse-pst/7797098?i=44
"Talli tn 3-50, Kristiine City",316480,4751.95,"Kristiine linnaosa, Tallinn, Harju maakond",66.6,3,7/7,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-talli-tn/4561707?i=45
"Talli tn 3-39, Kristiine City",341000,4400,"Kristiine linnaosa, Tallinn, Harju maakond",77.5,3,6/7,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-talli-tn/1028103?i=46
"Talli tn 3-46, Kristiine City",253000,4912.62,"Kristiine linnaosa, Tallinn, Harju maakond",51.5,2,7/7,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-talli-tn/9370428?i=47
