Address,General Price,Price/m,Area,Size,Rooms,Floor,Year,Link
Sütiste tee 39,100000,2320.19,"Mustamäe linnaosa, Tallinn, Harju maakond",43.1,2,8/9,1972,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sutiste-tee/8297472?i=34
Liivamäe tn 4,139000,2813.77,"Kesklinna linnaosa, Tallinn, Harju maakond",49.4,2,1/6,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-liivamae-tn/1816849?i=35
"Vana-Kalamaja tn 11, Kalamaja",250000,4332.76,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",57.7,2,2/3,1927,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-vana-kalamaja-tn/7275433?i=36
Toom-Kuninga tn 21,479900,5386.08,"Kesklinna linnaosa, Tallinn, Harju maakond",89.1,4,4/9,2019,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-toom-kuninga-tn/8536809?i=37
Hansu tn 4/1,187000,2544.22,"Haabersti linnaosa, Tallinn, Harju maakond",73.5,3,2/3,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-hansu-tn/4676695?i=38
"Käokella tee, Peetri",335000,2420.52,"Kesklinna linnaosa, Tallinn, Harju maakond",138.4,4,0/2,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kaokella-tee/4954862?i=39
Sõpruse pst 247-20,103000,2356.98,"Mustamäe linnaosa, Tallinn, Harju maakond",43.7,2,2/5,1968,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/5859006?i=40
Vibu tn 3,320000,4848.48,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",66,3,3/4,2015,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-vibu-tn/6786738?i=41
Kastevarre tee 4,398000,3158.73,"Pirita linnaosa, Tallinn, Harju maakond",126,4,1/2,2006,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-kastevarre-tee/2008417?i=42
"Kentmanni tn 22, kesklinn",295000,4758.06,"Kesklinna linnaosa, Tallinn, Harju maakond",62,2,3/4,1940,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kentmanni-tn/5256891?i=43
Kalevipoja tn 2,83000,2530.49,"Lasnamäe linnaosa, Tallinn, Harju maakond",32.8,1,1/5,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kalevipoja-tn/7752812?i=44
Lõime tn 12,213000,2603.91,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",81.8,3,2/3,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-loime-tn/5242613?i=45
Pähkli tn 6,299000,3246.47,"Pirita linnaosa, Tallinn, Harju maakond",92.1,4,3/3,2005,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-pahkli-tn/2635074?i=46
Võidujooksu tn 7,235000,3839.87,"Lasnamäe linnaosa, Tallinn, Harju maakond",61.2,3,3/7,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-voidujooksu-tn/6700041?i=47
"Sõle tn 44, Pelgulinna",139900,2605.21,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",53.7,3,4/5,1963,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/9301755?i=48
Pirita tee 28a,257000,4415.81,"Kesklinna linnaosa, Tallinn, Harju maakond",58.2,2,8/11,2008,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pirita-tee/2073568?i=49
"Pikk tn 36, Vanalinn",800000,3768.25,"Vanalinn, Tallinn, Harju maakond",212.3,5,6/7,1850,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-vanalinn-pikk-tn/6059700?i=0
Kase tn 68/2,199900,3464.47,"Pirita linnaosa, Tallinn, Harju maakond",57.7,2,3/5,2006,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-kase-tn/8305502?i=1
Lõime tn 27,90000,2419.35,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",37.2,2,2/4,1960,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-loime-tn/4313666?i=2
Paepargi tn 47,199900,3569.64,"Lasnamäe linnaosa, Tallinn, Harju maakond",56,2,4/8,2018,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paepargi-tn/9346460?i=3
"Pärnu mnt 76, Uuemaailma",164900,4112.22,"Kesklinna linnaosa, Tallinn, Harju maakond",40.1,3,4/5,1963,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/9061647?i=4
"Vesipapi tn 8-62, Löwenruh",209000,4728.51,"Kristiine linnaosa, Tallinn, Harju maakond",44.2,2,11/13,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-vesipapi-tn/5070367?i=5
"Vesipapi tn 6-24, Löwenruh",298000,3952.25,"Kristiine linnaosa, Tallinn, Harju maakond",75.4,3,5/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-vesipapi-tn/7297591?i=6
Õismäe tee 193,77990,2349.1,"Haabersti linnaosa, Tallinn, Harju maakond",33.2,1,3/5,1978,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/6592754?i=7
Telliskivi tn 8/2-7,323000,5437.71,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",59.4,3,3/3,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-telliskivi-tn/3233549?i=8
Telliskivi tn 8/2-4,226000,5406.7,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",41.8,2,2/3,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-telliskivi-tn/3164745?i=9
Telliskivi tn 8/2-1,308000,5451.33,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",56.5,3,1/3,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-telliskivi-tn/5885250?i=10
A. Lauteri tn 1,400000,3018.87,"Kesklinna linnaosa, Tallinn, Harju maakond",132.5,4,6/6,1958,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-a-lauteri-tn/5718286?i=11
Heli tn 3/1,155000,4572.27,"Mustamäe linnaosa, Tallinn, Harju maakond",33.9,1,2/8,2018,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-heli-tn/8746012?i=12
"Ehitajate tee 49, Leevikese tn",105000,2482.27,"Kristiine linnaosa, Tallinn, Harju maakond",42.3,2,2/5,1964,https://www.city24.ee/en/real-estate/apartments-for-sale/kristiine-linnaosa-leevikese-tn-ehitajate-tee/7116224?i=13
Gonsiori tn 18,149000,3643.03,"Kesklinna linnaosa, Tallinn, Harju maakond",40.9,3,2/4,1965,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-gonsiori-tn/6088134?i=14
"Pääsküla tn 12, Pääsküla",185000,1980.73,"Nõmme linnaosa, Tallinn, Harju maakond",93.4,3,1/5,2002,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-paaskula-tn/8411540?i=15
"Asunduse tn 9, Sikupilli/Majaka",84900,2801.98,"Lasnamäe linnaosa, Tallinn, Harju maakond",30.3,1,2/5,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-asunduse-tn/7410401?i=16
Rõugu tn 22,342500,3784.53,"Haabersti linnaosa, Tallinn, Harju maakond",90.5,4,1/4,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-rougu-tn/6141341?i=17
"K. Kärberi tn 28, Kuristiku",148900,2312.11,"Lasnamäe linnaosa, Tallinn, Harju maakond",64.4,4,8/9,1985,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-k-karberi-tn/1685884?i=18
"K. Kärberi tn 28, Kuristiku",148900,2312.11,"Lasnamäe linnaosa, Tallinn, Harju maakond",64.4,3,8/9,1985,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-k-karberi-tn/6311026?i=19
"Merirahu tn 4, Õismäe",334000,3825.89,"Haabersti linnaosa, Tallinn, Harju maakond",87.3,4,1/4,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-merirahu-tn/6681518?i=20
Pärnu mnt 33,199000,5349.46,"Kesklinna linnaosa, Tallinn, Harju maakond",37.2,1,3/8,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/6953971?i=21
Lille tn 1,69900,3603.09,"Kristiine linnaosa, Tallinn, Harju maakond",19.4,1,1/5,1935,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-lille-tn/1639723?i=22
Ümera tn 44-39,95000,2905.2,"Lasnamäe linnaosa, Tallinn, Harju maakond",32.7,2,5/5,1986,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-umera-tn/5810477?i=23
"Narva mnt 14, Raua",135000,4017.86,"Kesklinna linnaosa, Tallinn, Harju maakond",33.6,1,7/7,1958,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/1782983?i=24
"Pallasti tn 16, Sikupilli",245000,3535.35,"Lasnamäe linnaosa, Tallinn, Harju maakond",69.3,2,4/6,1997,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pallasti-tn/2934883?i=25
"Supluse pst 1, Pirita",250000,4091.65,"Pirita linnaosa, Tallinn, Harju maakond",61.1,2,3/4,1979,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-supluse-pst/4793897?i=26
"Kadaka pst 146/1, Kadaka",149000,3983.96,"Mustamäe linnaosa, Tallinn, Harju maakond",37.4,1,5/9,2017,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kadaka-pst/7392280?i=27
Liivalaia tn 30,270000,2906.35,"Kesklinna linnaosa, Tallinn, Harju maakond",92.9,4,5/5,1940,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-liivalaia-tn/1405650?i=28
"Supluse pst 1, Pirita",650000,5237.71,"Pirita linnaosa, Tallinn, Harju maakond",124.1,4,4/4,1979,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-supluse-pst/7001854?i=29
"Videviku tn 16, Uus maailm",139000,2752.48,"Kesklinna linnaosa, Tallinn, Harju maakond",50.5,3,1/5,1962,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-videviku-tn/3168467?i=30
Muhu tn 8,77000,2354.74,"Lasnamäe linnaosa, Tallinn, Harju maakond",32.7,1,5/5,1988,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-muhu-tn/7803264?i=31
Kopli tn 77,255000,3368.56,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",75.7,4,4/4,1912,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kopli-tn/6318437?i=32
"Pärnu mnt 38, Südalinn",379000,3879.22,"Kesklinna linnaosa, Tallinn, Harju maakond",97.7,3,3/6,1936,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/1910215?i=33
"Mere pst 8, ROTERMANNI",148500,4057.38,"Kesklinna linnaosa, Tallinn, Harju maakond",36.6,1,2/5,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-mere-pst/8128693?i=34
Järveotsa tee 27,87500,2667.68,"Haabersti linnaosa, Tallinn, Harju maakond",32.8,1,9/9,1977,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/1831124?i=35
Juurdeveo tn 19,142000,4930.56,"Kesklinna linnaosa, Tallinn, Harju maakond",28.8,1,2/4,2011,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-juurdeveo-tn/6856733?i=36
"Kalevipoja tn 3, MÖÖBLERITUD ,VABA KORTER.",129000,2616.63,"Lasnamäe linnaosa, Tallinn, Harju maakond",49.3,2,9/9,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kalevipoja-tn/1166698?i=37
"Tartu mnt 16b, Maakri",360000,3281.68,"Kesklinna linnaosa, Tallinn, Harju maakond",109.7,4,6/10,2001,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/3124488?i=38
"Valge tn 18c, Uuslinn",215000,4469.85,"Lasnamäe linnaosa, Tallinn, Harju maakond",48.1,2,1/4,2005,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-valge-tn/5763624?i=39
"Õismäe tee 14, Õismäe",115000,2318.55,"Haabersti linnaosa, Tallinn, Harju maakond",49.6,2,7/9,1975,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/4455617?i=40
Timuti tn 15,71900,3725.39,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",19.3,1,1/2,1912,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-timuti-tn/2919646?i=41
J. Sütiste tee 5,125900,2094.84,"Mustamäe linnaosa, Tallinn, Harju maakond",60.1,3,3/9,1971,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-j-sutiste-tee/8771542?i=42
Muhu tn 8,158000,2992.42,"Lasnamäe linnaosa, Tallinn, Harju maakond",52.8,3,2/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-muhu-tn/5064075?i=43
"Uus-Volta tn 12/3, Kalamaja",364000,5652.17,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",64.4,3,1/5,2022,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-uus-volta-tn/6320370?i=44
Alevi tn 3-13,334900,4212.58,"Kesklinna linnaosa, Tallinn, Harju maakond",79.5,3,6/12,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-alevi-tn/8007552?i=45
Alevi tn 3-14,459900,3518.75,"Kesklinna linnaosa, Tallinn, Harju maakond",130.7,4,6/12,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-alevi-tn/8029487?i=46
Järveotsa tee 13,117000,2373.23,"Haabersti linnaosa, Tallinn, Harju maakond",49.3,2,2/9,1977,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/1707054?i=47
"Liivalaia tn 40, Keldrimäe",259000,3597.22,"Kesklinna linnaosa, Tallinn, Harju maakond",72,3,2/9,1980,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-liivalaia-tn/7942381?i=48
Kolde pst 102,105000,2900.55,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",36.2,1,13/14,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kolde-pst/7882848?i=49
Loitsu tn 5,164000,2523.08,"Lasnamäe linnaosa, Tallinn, Harju maakond",65,4,3/9,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-loitsu-tn/2877211?i=0
Kolde pst 102,105000,2900.55,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",36.2,2,13/14,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kolde-pst/5645709?i=1
Eduard Vilde tee 65,108000,2297.87,"Mustamäe linnaosa, Tallinn, Harju maakond",47,3,4/5,1964,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-eduard-vilde-tee/8911448?i=2
Läänemere tee 35,139000,1848.4,"Lasnamäe linnaosa, Tallinn, Harju maakond",75.2,4,8/9,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-laanemere-tee/6857976?i=3
Vindi tn 16,80000,2666.67,"Kristiine linnaosa, Tallinn, Harju maakond",30,1,2/5,1980,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-vindi-tn/4190744?i=4
Juhkentali tn 13-3,297000,4941.76,"Kesklinna linnaosa, Tallinn, Harju maakond",60.1,2,2/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-juhkentali-tn/8502158?i=5
Kuldnoka tn 10,144900,2188.82,"Kristiine linnaosa, Tallinn, Harju maakond",66.2,3,1/5,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-kuldnoka-tn/1388033?i=6
J. Kunderi tn 34,275000,5478.09,"Kesklinna linnaosa, Tallinn, Harju maakond",50.2,2,3/3,1911,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-j-kunderi-tn/7755877?i=7
Kolde pst 67,169900,3826.58,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",44.4,2,2/3,2006,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kolde-pst/1878704?i=8
"Mäepealse tn 16, Mustamäe",267000,3418.69,"Mustamäe linnaosa, Tallinn, Harju maakond",78.1,3,4/6,2008,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-maepealse-tn/8302488?i=9
Narva mnt 5,244900,3660.69,"Kesklinna linnaosa, Tallinn, Harju maakond",66.9,2,2/8,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/3092017?i=10
Suur-Patarei tn 3,249000,4494.58,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",55.4,3,1/3,2000,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-suur-patarei-tn/5379076?i=11
"Kase tn 68/2, Maarjamäe",123000,3211.49,"Pirita linnaosa, Tallinn, Harju maakond",38.3,1,4/5,2006,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-kase-tn/7766603?i=12
J. Vilmsi tn 29,649900,3310.75,"Kadriorg, Tallinn, Harju maakond",196.3,5,5/5,2003,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-j-vilmsi-tn/7567639?i=13
"Paldiski mnt 82b, Haabersti",189000,4108.7,"Kristiine linnaosa, Tallinn, Harju maakond",46,2,2/6,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-paldiski-mnt/1262866?i=14
"Paldiski mnt 82b, Kristiine",189000,4108.7,"Haabersti linnaosa, Tallinn, Harju maakond",46,2,2/6,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paldiski-mnt/2490501?i=15
Vana-Veerenni tn 5,149000,3791.35,"Kesklinna linnaosa, Tallinn, Harju maakond",39.3,2,2/3,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-vana-veerenni-tn/7330241?i=16
"Tööstuse tn 81, Karjamaa",134999,3374.98,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",40,3,4/4,1963,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-toostuse-tn/5928067?i=17
Narva mnt 5,200000,4291.85,"Kesklinna linnaosa, Tallinn, Harju maakond",46.6,1,6/8,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/2627876?i=18
"Madli tn 1-75, Kitseküla",207600,5434.55,"Kesklinna linnaosa, Tallinn, Harju maakond",38.2,2,4/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-madli-tn/6769991?i=19
"Madli tn 1-47, Kitseküla",207600,5434.55,"Kesklinna linnaosa, Tallinn, Harju maakond",38.2,2,4/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-madli-tn/3607213?i=20
Rukki tn 6,92000,2929.94,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",31.4,1,1/2,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-rukki-tn/7122036?i=21
"Pille tn 24, Veerenni",218000,4844.44,"Kesklinna linnaosa, Tallinn, Harju maakond",45,3,2/3,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pille-tn/7056185?i=22
"Pille tn 24, Veerenni",218000,4844.44,"Kesklinna linnaosa, Tallinn, Harju maakond",45,3,3/3,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pille-tn/1370161?i=23
Kivila tn 20,99900,2176.47,"Lasnamäe linnaosa, Tallinn, Harju maakond",45.9,2,5/5,1983,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kivila-tn/6682038?i=24
Pöörise tn 16,212312,3338.24,"Mustamäe linnaosa, Tallinn, Harju maakond",63.6,3,3/14,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-poorise-tn/7067132?i=25
Pärnu mnt 69,128000,3232.32,"Kesklinna linnaosa, Tallinn, Harju maakond",39.6,1,2/3,1919,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/3184712?i=26
Pirita tee 26b/1,335000,4484.61,"Kesklinna linnaosa, Tallinn, Harju maakond",74.7,3,3/4,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pirita-tee/4799054?i=27
Pirita tee 26b/1,590000,4473.09,"Kesklinna linnaosa, Tallinn, Harju maakond",131.9,4,4/4,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pirita-tee/2686983?i=28
Tuha tn 7,99000,2632.98,"Lasnamäe linnaosa, Tallinn, Harju maakond",37.6,2,1/4,1967,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-tuha-tn/5790813?i=29
Ehitajate tee 66,120000,2746,"Mustamäe linnaosa, Tallinn, Harju maakond",43.7,2,3/5,1967,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/5456772?i=30
"Luha tn 20, Uus Maailm",420000,5115.71,"Kesklinna linnaosa, Tallinn, Harju maakond",82.1,3,5/6,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-luha-tn/6463102?i=31
Laki tn 24,69900,4160.71,"Mustamäe linnaosa, Tallinn, Harju maakond",16.8,1,1/4,2019,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-laki-tn/5146348?i=32
Õismäe tee 83,132000,2509.51,"Haabersti linnaosa, Tallinn, Harju maakond",52.6,2,4/5,1975,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/6989738?i=33
Pae tn 46,109000,1898.95,"Lasnamäe linnaosa, Tallinn, Harju maakond",57.4,3,4/5,1974,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pae-tn/4015899?i=34
Tedre tn 35,259000,3705.29,"Kristiine linnaosa, Tallinn, Harju maakond",69.9,3,4/4,2008,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-tedre-tn/4793973?i=35
Sõpruse pst 222,259000,1471.59,"Mustamäe linnaosa, Tallinn, Harju maakond",176,6,8/17,1993,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/3984818?i=36
Paekalda tn 24,264990,3891.19,"Lasnamäe linnaosa, Tallinn, Harju maakond",68.1,3,4/5,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekalda-tn/8904190?i=37
Ehitajate tee 66,158900,2626.45,"Mustamäe linnaosa, Tallinn, Harju maakond",60.5,3,4/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee-66/1134020?i=38
"Teelise tn 7, Pääsküla",128000,2188.03,"Nõmme linnaosa, Tallinn, Harju maakond",58.5,3,1/5,1972,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-teelise-tn/4664316?i=39
Päevalille tn 4,170000,3578.95,"Haabersti linnaosa, Tallinn, Harju maakond",47.5,2,4/15,2022,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paevalille-tn/3671676?i=40
Õismäe tee 106,84000,2553.19,"Haabersti linnaosa, Tallinn, Harju maakond",32.9,1,8/9,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/1529634?i=41
Juurdeveo tn 19,219000,4195.4,"Kesklinna linnaosa, Tallinn, Harju maakond",52.2,2,1/4,2011,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-juurdeveo-tn/2136918?i=42
Kiisa tn 12-52,276900,3995.67,"Kesklinna linnaosa, Tallinn, Harju maakond",69.3,3,3/6,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kiisa-tn/3385908?i=43
Kiisa tn 12-24,240900,4001.66,"Kesklinna linnaosa, Tallinn, Harju maakond",60.2,2,4/6,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kiisa-tn/7824299?i=44
Kiisa tn 12-56,198900,4050.92,"Kesklinna linnaosa, Tallinn, Harju maakond",49.1,2,4/6,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kiisa-tn/3451182?i=45
Räime tn 17,290000,3602.48,"Haabersti linnaosa, Tallinn, Harju maakond",80.5,4,2/3,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-raime-tn/1576896?i=46
Kiisa tn 12-49,197900,4030.55,"Kesklinna linnaosa, Tallinn, Harju maakond",49.1,2,3/6,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kiisa-tn/4781268?i=47
Kiisa tn 12-43,196900,4059.79,"Kesklinna linnaosa, Tallinn, Harju maakond",48.5,2,2/6,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kiisa-tn/7448117?i=48
"Vaablase tn 44, Sääse",205000,3416.67,"Mustamäe linnaosa, Tallinn, Harju maakond",60,2,1/2,1961,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-vaablase-tn/2642729?i=49
